User_ID,News_ID,label,Category,SubCategory
U168478,N55754,0,sports,football_nfl
U676939,N10252,0,news,newsus
U306855,N27822,0,finance,markets
U333775,N41101,0,sports,football_nfl
U510501,N44014,0,news,newspolitics
U651409,N123901,0,sports,football_nfl
U249209,N22597,0,lifestyle,lifestylefashion
U362978,N120573,0,finance,finance-real-estate
U233391,N4612,0,sports,football_ncaa
U431963,N83491,0,news,newsworld
U499988,N108269,0,news,newsworld
U284786,N12826,0,news,newselection2020
U441216,N54239,0,news,newspolitics
U320576,N84706,0,finance,personalfinance
U4713,N82719,0,news,newsus
U241952,N40282,0,news,newsgoodnews
U432718,N110048,0,news,newsworld
U23341,N22796,0,news,indepth
U673403,N89764,0,sports,football_nfl
U448148,N84430,0,finance,finance-retirement
U211962,N52856,0,news,newspolitics
U39232,N85366,0,lifestyle,lifestylecelebstyle
U167397,N69915,0,news,newsoffbeat
U284904,N32209,0,news,newsworld
U344568,N43000,0,news,newsworld
U211704,N3718,0,news,newsworld
U112798,N52079,0,news,newsus
U370887,N45910,1,finance,finance-career-education
U251286,N66225,0,news,elections-2020-us
U46368,N15289,0,news,newsus
U544915,N35652,0,news,newsworld
U631531,N120573,0,finance,finance-real-estate
U699372,N81508,0,news,newsworld
U153535,N123901,0,sports,football_nfl
U529211,N107356,0,news,newscrime
U282300,N22999,0,news,newsscienceandtechnology
U575484,N93232,0,news,newsworld
U82769,N100441,0,news,newsus
U374121,N97935,0,news,newspolitics
U271353,N124813,0,lifestyle,lifestylefamilyandrelationships
U173269,N50235,0,news,newsworld
U509965,N69938,0,lifestyle,lifestyleroyals
U310,N27152,0,lifestyle,voices
U97006,N40583,0,news,newspolitics
U8263,N119838,0,sports,football_nfl
U268551,N117376,0,finance,finance-companies
U170141,N65417,0,news,newsworld
U480690,N30086,0,news,newspolitics
U163800,N107637,0,sports,football_nfl
U237534,N84430,0,finance,finance-retirement
U88857,N93445,0,news,newsscienceandtechnology
U413663,N110473,0,sports,football_ncaa
U511583,N88891,0,lifestyle,lifestylebuzz
U263957,N79716,0,news,newscrime
U490368,N106838,0,news,newsworld
U392220,N48784,0,finance,finance-companies
U504988,N43355,0,lifestyle,lifestyleroyals
U594502,N10242,0,news,newsus
U303813,N126134,0,sports,football_nfl
U92275,N63322,0,news,elections-2020-us
U860,N70989,0,sports,football_nfl
U303426,N42296,0,lifestyle,shop-holidays
U186097,N102305,0,news,newsworld
U577942,N10252,0,news,newsus
U135808,N105271,0,lifestyle,lifestylebuzz
U66328,N18405,0,news,newsgoodnews
U4441,N56937,0,news,newscrime
U682789,N122640,0,sports,football_nfl
U523673,N111929,0,sports,baseball_mlb
U578799,N80814,0,news,newspolitics
U61885,N49466,0,finance,finance-retirement
U251663,N116118,0,finance,markets
U311352,N27097,1,news,newscrime
U413498,N52856,0,news,newspolitics
U470541,N20964,0,lifestyle,lifestylebuzz
U551758,N2110,0,lifestyle,shop-holidays
U730704,N108805,0,news,newsgoodnews
U629019,N87855,0,news,elections-2020-us
U378605,N118880,0,news,newspolitics
U427938,N96805,0,sports,basketball_nba
U564125,N7937,1,finance,finance-companies
U38140,N69938,0,lifestyle,lifestyleroyals
U554322,N100073,0,lifestyle,lifestyleroyals
U599611,N127134,0,news,elections-2020-us
U211734,N13361,0,sports,icehockey_nhl
U725866,N42208,0,sports,football_ncaa
U302881,N12681,0,finance,finance-real-estate
U303778,N54239,0,news,newspolitics
U380542,N75618,0,news,newscrime
U150162,N58760,0,news,newscrime
U548417,N42592,0,news,newscrime
U451188,N123784,0,sports,football_ncaa_videos
U420354,N73137,0,lifestyle,shop-holidays
U4095,N19805,0,news,newsgoodnews
U536842,N85264,0,sports,icehockey_nhl
U498398,N46739,0,lifestyle,lifestylefamily
U13424,N98178,0,sports,football_nfl
U50223,N98178,1,sports,football_nfl
U401728,N114526,0,news,newsscienceandtechnology
U708537,N109703,0,finance,finance-companies
U231030,N85664,0,news,newsscienceandtechnology
U475692,N54797,0,finance,finance-real-estate
U469012,N90853,0,sports,golf
U541270,N47505,0,news,newsus
U402855,N29729,0,news,newspolitics
U12801,N53474,0,news,elections-2020-us
U544593,N69938,0,lifestyle,lifestyleroyals
U299469,N94594,0,lifestyle,lifestylebuzz
U436743,N23748,0,lifestyle,lifestylebuzz
U632534,N27289,0,news,newsopinion
U498580,N85409,0,sports,basketball_nba
U439863,N129678,0,sports,football_ncaa
U110078,N26122,0,sports,baseball_mlb
U73175,N96143,0,lifestyle,lifestylecareer
U315721,N109344,0,news,newsworld
U727947,N119281,0,lifestyle,voices
U584220,N98178,0,sports,football_nfl
U528044,N86358,0,sports,more_sports
U23320,N18947,0,finance,finance-companies
U644191,N87684,1,news,newscrime
U7499,N25352,0,news,newspolitics
U440023,N27097,0,news,newscrime
U600753,N41101,0,sports,football_nfl
U305567,N84886,0,news,newsworld
U150561,N20364,0,lifestyle,awardstyle
U576898,N60370,0,news,newspolitics
U743831,N2110,0,lifestyle,shop-holidays
U633363,N81570,0,finance,markets
U431223,N26191,0,news,newsworld
U230231,N115980,0,sports,more_sports
U130292,N87684,0,news,newscrime
U701873,N48912,0,finance,finance-retirement
U657908,N71593,0,lifestyle,lifestyleroyals
U703252,N123362,0,lifestyle,lifestyleroyals
U191345,N110341,0,news,newsus
U334105,N96859,0,news,newsus
U145688,N124899,0,news,factcheck
U58580,N34199,0,finance,finance-retirement
U144957,N45410,0,news,newsus
U336329,N76607,0,news,newsfactcheck
U265645,N50235,0,news,newsworld
U75160,N62800,0,finance,finance-real-estate
U30802,N99507,0,news,factcheck
U208637,N84720,0,lifestyle,lifestylehomeandgarden
U105409,N80272,0,finance,finance-companies
U618008,N24001,0,lifestyle,lifestylecareer
U259237,N94572,1,news,newsus
U464732,N112687,0,lifestyle,lifestylesmartliving
U382637,N76665,0,lifestyle,lifestyleroyals
U160033,N84574,0,sports,football_nfl_videos
U85427,N96873,0,sports,more_sports
U335912,N127357,0,lifestyle,lifestylebuzz
U685827,N12975,0,sports,football_ncaa
U331887,N50080,1,finance,finance-real-estate
U344128,N109852,0,news,newsgoodnews
U258052,N1328,0,news,newsworld
U530307,N46415,0,news,newsworld
U202887,N70822,0,news,causes-military-appreciation
U27894,N102976,0,finance,finance-real-estate
U210174,N53516,0,finance,markets
U697893,N46145,0,finance,finance-companies
U443188,N62800,0,finance,finance-real-estate
U497224,N85664,0,news,newsscienceandtechnology
U62205,N105407,0,news,newsus
U11166,N5165,0,finance,finance-companies
U625554,N65658,0,news,newsus
U556014,N84137,0,lifestyle,lifestylepetsanimals
U72846,N12613,1,finance,markets
U400761,N5521,0,news,newsus
U35281,N26368,0,news,newscrime
U473028,N122543,0,news,elections-2020-us
U272380,N13161,0,lifestyle,lifestylebeauty
U420670,N46641,0,sports,more_sports
U565154,N109642,0,news,newsphotos
U99181,N51728,0,finance,finance-real-estate
U561347,N44493,0,finance,finance-companies
U238544,N93411,0,news,elections-2020-us
U598266,N7937,0,finance,finance-companies
U1635,N18468,0,sports,football_nfl
U60660,N84556,0,finance,finance-real-estate
U541576,N96233,0,sports,football_nfl
U210567,N58102,0,news,newsworld
U340228,N53096,0,news,newsworld
U110777,N76665,0,lifestyle,lifestyleroyals
U613639,N29544,0,finance,finance-companies
U324252,N129522,0,finance,finance-real-estate
U456589,N13322,0,news,newscrime
U719145,N34044,0,sports,golf
U400732,N7937,0,finance,finance-companies
U586217,N100324,0,news,newsus
U510923,N18947,0,finance,finance-companies
U480624,N43982,0,sports,football_nfl
U543938,N35304,0,finance,finance-taxes
U276282,N101015,0,news,newsus
U292103,N56047,0,news,newspolitics
U148767,N110341,0,news,newsus
U424971,N114627,0,finance,personalfinance
U473066,N116118,0,finance,markets
U335768,N56339,0,news,newsscienceandtechnology
U154069,N107383,0,news,newsus
U485176,N13322,0,news,newscrime
U34812,N45410,0,news,newsus
U287806,N56390,0,lifestyle,lifestylehomeandgarden
U661676,N77991,0,lifestyle,lifestylecelebstyle
U647624,N30206,0,lifestyle,lifestylebuzz
U605573,N13521,0,finance,finance-taxes
U390007,N122688,0,news,newsopinion
U173082,N120813,0,sports,icehockey_nhl
U480517,N33379,0,finance,personalfinance
U677376,N65658,0,news,newsus
U399214,N102458,0,lifestyle,shop-holidays
U509582,N114227,0,finance,finance-companies
U224695,N27152,0,lifestyle,voices
U707292,N50011,0,sports,baseball_mlb
U56809,N110967,0,news,newsgoodnews
U557934,N89932,0,finance,finance-saving-investing
U266442,N70989,0,sports,football_nfl
U468485,N18947,0,finance,finance-companies
U88849,N63952,0,lifestyle,lifestylebuzz
U533555,N120147,0,news,newsworld
U596599,N84689,0,lifestyle,lifestylecelebstyle
U447680,N102458,0,lifestyle,shop-holidays
U555077,N35802,0,news,newscrime
U750097,N89764,0,sports,football_nfl
U153444,N43982,0,sports,football_nfl
U340331,N40282,0,news,newsgoodnews
U393597,N96192,0,sports,football_nfl
U244554,N85958,0,news,newsworld
U366260,N1341,0,finance,personalfinance
U449089,N61384,0,sports,basketball_nba
U124376,N70024,0,lifestyle,lifestylecelebstyle
U15426,N46798,0,news,newsworld
U206463,N60370,0,news,newspolitics
U335238,N125642,0,news,newsworld
U435063,N33539,0,lifestyle,lifestylecelebstyle
U75012,N40310,0,sports,football_nfl
U39511,N20849,0,news,newspolitics
U511522,N91951,0,lifestyle,lifestylefamilyandrelationships
U302813,N95468,0,news,newspolitics
U593016,N110667,0,news,newsworld
U59247,N45861,0,sports,football_nfl_videos
U226890,N14848,0,news,newsus
U422080,N66244,0,news,newsus
U92228,N32204,0,lifestyle,awardstyle
U113434,N40412,0,news,newspolitics
U22321,N69938,0,lifestyle,lifestyleroyals
U191976,N94594,0,lifestyle,lifestylebuzz
U293843,N59216,0,sports,football_nfl_videos
U330738,N74550,0,news,newscrime
U318698,N31879,0,news,newspolitics
U47351,N89764,0,sports,football_nfl
U607436,N127572,0,finance,personalfinance
U307518,N46802,0,finance,finance-companies
U478301,N79627,0,news,newsworld
U540408,N91731,0,sports,basketball_ncaa
U250609,N35652,0,news,newsworld
U56617,N116564,0,news,newsus
U208130,N55935,0,sports,football_nfl
U176083,N24001,0,lifestyle,lifestylecareer
U450760,N54368,0,news,newsus
U392736,N72628,0,news,newscrime
U8126,N59935,0,lifestyle,lifestyleroyals
U682804,N16403,0,news,newsus
U128057,N127711,0,sports,basketball_nba
U340047,N122005,0,sports,baseball_mlb
U530841,N24735,1,news,newsworld
U518813,N54493,0,sports,football_nfl
U26182,N38678,0,sports,soccer
U605663,N55725,0,news,newsworld
U217960,N125974,0,news,newsus
U485295,N103852,0,news,newspolitics
U231081,N54368,0,news,newsus
U101518,N127357,0,lifestyle,lifestylebuzz
U414605,N65742,0,sports,baseball_mlb
U390105,N58465,0,finance,finance-retirement
U494389,N85958,0,news,newsworld
U373715,N81374,0,finance,finance-savemoney
U495503,N55725,0,news,newsworld
U407549,N104047,0,lifestyle,lifestyleparenting
U683895,N104568,0,news,newselection2020
U593026,N37278,0,news,newsscienceandtechnology
U124727,N68295,0,news,newspolitics
U395561,N26667,0,lifestyle,lifestylevideo
U709459,N55023,0,news,newspolitics
U278942,N81570,0,finance,markets
U425577,N129739,0,news,newsus
U23286,N36861,0,finance,personalfinance
U484723,N121042,0,sports,football_nfl
U146586,N32993,0,lifestyle,lifestylebuzz
U585534,N117260,0,finance,finance-career
U563055,N64785,1,lifestyle,lifestyleroyals
U133611,N110303,0,finance,finance-companies
U561320,N33030,0,finance,markets
U444762,N82573,0,finance,markets
U316210,N67747,0,news,newspolitics
U635285,N127579,0,lifestyle,travel
U561954,N71737,0,finance,finance-savemoney
U567488,N45219,0,news,newsus
U232154,N46739,0,lifestyle,lifestylefamily
U586159,N54797,0,finance,finance-real-estate
U103455,N15268,0,news,newspolitics
U586268,N84574,0,sports,football_nfl_videos
U576021,N69915,0,news,newsoffbeat
U179862,N96729,0,news,newscrime
U576344,N125192,0,sports,football_nfl
U193443,N80814,0,news,newspolitics
U101417,N29994,0,sports,basketball_ncaa
U686866,N48784,0,finance,finance-companies
U214739,N46931,0,news,newsus
U284792,N114026,0,finance,finance-companies
U697543,N8491,0,news,newsgoodnews
U406812,N55377,0,finance,markets
U156505,N55816,0,lifestyle,lifestylevideo
U408086,N124677,0,lifestyle,lifestylebuzz
U311301,N20990,0,news,newsworld
U68674,N1101,0,news,newsscienceandtechnology
U264902,N90617,0,news,newsus
U438985,N109852,0,news,newsgoodnews
U186894,N84591,0,news,newscrime
U181528,N32433,0,lifestyle,lifestylecareer
U119397,N98178,0,sports,football_nfl
U73445,N105071,0,sports,icehockey_nhl
U438707,N2110,0,lifestyle,shop-holidays
U431300,N43000,0,news,newsworld
U604108,N103830,0,news,newsus
U45938,N69938,0,lifestyle,lifestyleroyals
U151985,N41889,0,finance,markets
U339362,N77011,0,news,newsgoodnews
U678636,N18478,0,sports,football_ncaa
U256836,N93360,0,sports,baseball_mlb
U250394,N58641,0,news,newscrime
U129865,N13279,0,lifestyle,voices
U651650,N103397,0,news,newspolitics
U562820,N1444,0,news,newsus
U566754,N10285,0,finance,finance-saving-investing
U470862,N76677,0,lifestyle,lifestylebuzz
U256139,N33078,0,news,newsus
U679043,N104054,0,news,newscrime
U243568,N32154,1,news,newsus
U463194,N4858,0,lifestyle,lifestylebuzz
U324691,N53474,0,news,elections-2020-us
U325797,N39798,0,news,newspolitics
U167144,N76936,0,news,newspolitics
U61575,N53474,0,news,elections-2020-us
U609548,N41025,0,news,newsus
U718546,N20802,0,news,newspolitics
U87102,N46802,0,finance,finance-companies
U532545,N85366,0,lifestyle,lifestylecelebstyle
U669820,N14143,0,news,newsus
U453133,N96373,0,lifestyle,shop-holidays
U5418,N40645,0,sports,icehockey_nhl
U599267,N39404,0,news,elections-2020-us
U78263,N53474,0,news,elections-2020-us
U294411,N71001,0,news,newsgoodnews
U169695,N37861,0,news,elections-2020-us
U527908,N27034,0,sports,basketball_nba
U665737,N85986,0,news,newsus
U278844,N30119,0,news,newsus
U561785,N10285,0,finance,finance-saving-investing
U595258,N24735,0,news,newsworld
U566996,N10244,0,news,newsworld
U329209,N44264,0,lifestyle,lifestylecelebstyle
U594160,N53474,0,news,elections-2020-us
U380343,N48912,0,finance,finance-retirement
U486703,N100197,0,news,newsgoodnews
U178340,N2110,0,lifestyle,shop-holidays
U553124,N2110,0,lifestyle,shop-holidays
U609085,N66780,0,finance,finance-retirement
U62034,N21415,0,news,newsus
U661318,N16321,0,sports,baseball_mlb
U517988,N78699,0,news,newspolitics
U520514,N26667,0,lifestyle,lifestylevideo
U394729,N31967,0,news,newspolitics
U32257,N100073,0,lifestyle,lifestyleroyals
U133669,N120696,0,news,newspolitics
U168342,N46415,0,news,newsworld
U52168,N102305,0,news,newsworld
U705462,N26122,0,sports,baseball_mlb
U229493,N18190,0,lifestyle,shop-holidays
U599637,N46555,0,news,newspolitics
U16980,N102458,0,lifestyle,shop-holidays
U383508,N122706,0,news,newsworld
U661697,N118304,0,lifestyle,lifestylehomeandgarden
U144729,N24080,0,sports,basketball_nba
U641782,N123475,0,sports,football_nfl
U170471,N105407,0,news,newsus
U388523,N15416,0,news,newspolitics
U44846,N17456,0,finance,finance-healthcare
U39629,N57184,1,sports,football_nfl
U126155,N7937,0,finance,finance-companies
U450524,N85986,0,news,newsus
U182667,N51222,0,news,newspolitics
U485432,N60370,0,news,newspolitics
U679921,N65533,0,news,newsus
U8200,N27967,0,news,newscrime
U597495,N1767,0,news,newspolitics
U609673,N30206,0,lifestyle,lifestylebuzz
U419891,N26368,0,news,newscrime
U46522,N47505,0,news,newsus
U243019,N31766,0,news,newsworld
U197858,N33030,0,finance,markets
U533355,N111088,0,news,newsworld
U576839,N46223,1,sports,football_nfl
U184358,N110258,0,lifestyle,lifestylehomeandgarden
U90200,N46785,0,news,newsgoodnews
U344721,N16244,0,news,newsus
U335135,N13279,0,lifestyle,voices
U445577,N16244,0,news,newsus
U388611,N96373,0,lifestyle,shop-holidays
U112982,N52464,0,news,newspolitics
U240837,N119932,0,news,newspolitics
U679287,N36542,0,finance,finance-retirement
U158647,N7728,0,news,newspolitics
U33385,N27251,0,news,newsworld
U672200,N6420,0,news,newsworld
U546198,N76677,0,lifestyle,lifestylebuzz
U178135,N112758,0,news,newsopinion
U676413,N56784,0,news,elections-2020-us
U450498,N117695,0,lifestyle,lifestyleroyals
U538126,N87855,0,news,elections-2020-us
U696213,N35021,0,news,newspolitics
U128292,N32209,1,news,newsworld
U35424,N75618,0,news,newscrime
U303196,N106875,0,news,newscrime
U586221,N13279,0,lifestyle,voices
U209015,N130031,0,news,newspolitics
U698658,N125974,0,news,newsus
U196727,N10285,0,finance,finance-saving-investing
U161885,N53474,0,news,elections-2020-us
U534994,N27251,0,news,newsworld
U742581,N60201,0,news,newspolitics
U241212,N94230,0,finance,finance-saving-investing
U180266,N27862,0,finance,markets
U270779,N84689,0,lifestyle,lifestylecelebstyle
U156168,N886,0,news,newspolitics
U129663,N79372,0,news,causes-disaster-relief
U636644,N100380,1,sports,football_nfl
U666384,N106885,0,news,newsus
U208979,N54368,0,news,newsus
U499599,N62577,0,news,newspolitics
U505315,N29160,1,sports,football_nfl
U458901,N38457,0,news,newsus
U347164,N102948,0,news,newsscienceandtechnology
U650301,N38304,0,lifestyle,lifestylebuzz
U319415,N21960,0,news,newsworld
U647743,N41362,0,sports,football_nfl
U313219,N18405,0,news,newsgoodnews
U433555,N19368,0,news,newsus
U506152,N114054,0,news,newspolitics
U569293,N122794,0,sports,icehockey_nhl
U428544,N51651,0,news,newsscienceandtechnology
U605741,N13322,0,news,newscrime
U52835,N104990,0,news,newsus
U472175,N94777,0,news,newsus
U429675,N67398,0,news,newsus
U71884,N58198,0,sports,icehockey_nhl
U235097,N65658,0,news,newsus
U611880,N126738,0,news,newsus
U632079,N34971,0,finance,finance-real-estate
U351838,N85664,0,news,newsscienceandtechnology
U477394,N71090,0,news,newsus
U549348,N43490,0,news,newspolitics
U353320,N26416,0,news,newspolitics
U277156,N105407,0,news,newsus
U405792,N37178,0,lifestyle,lifestylebuzz
U495984,N72609,0,lifestyle,lifestylecelebstyle
U196551,N97722,0,lifestyle,lifestyleroyals
U541613,N52079,0,news,newsus
U175546,N95525,0,lifestyle,shop-holidays
U274673,N72609,0,lifestyle,lifestylecelebstyle
U259078,N7509,0,sports,icehockey_nhl
U41442,N35948,0,news,newsworld
U281116,N85958,0,news,newsworld
U616705,N125192,0,sports,football_nfl
U36450,N20990,0,news,newsworld
U300856,N120147,0,news,newsworld
U567500,N54015,0,news,newsus
U464547,N13322,0,news,newscrime
U702371,N20597,0,sports,football_nfl
U697763,N46262,0,news,newsworld
U279802,N112050,0,news,newspolitics
U141853,N287,0,news,newsus
U127291,N112050,0,news,newspolitics
U411796,N56850,0,finance,finance-real-estate
U710037,N104054,0,news,newscrime
U35579,N100101,0,sports,baseball_mlb
U624857,N99177,0,lifestyle,lifestyleroyals
U198015,N128184,1,sports,football_nfl
U281578,N56410,0,lifestyle,voices
U280016,N107883,0,sports,more_sports
U237036,N84706,0,finance,personalfinance
U404439,N4408,0,news,newsus
U343263,N92476,0,news,newspolitics
U333956,N43450,0,news,newsworld
U573607,N20990,0,news,newsworld
U240528,N58449,0,news,newscrime
U163213,N6293,0,news,newscrime
U474741,N53018,0,news,newsworld
U561416,N76434,0,news,elections-2020-us
U75924,N24001,1,lifestyle,lifestylecareer
U115347,N43186,0,news,newsus
U118646,N91974,0,lifestyle,lifestylepetsanimals
U453847,N124813,0,lifestyle,lifestylefamilyandrelationships
U606383,N109703,0,finance,finance-companies
U121218,N110008,0,news,newsus
U294153,N10285,0,finance,finance-saving-investing
U173843,N80784,0,lifestyle,awardstyle
U348077,N85943,0,news,newspolitics
U560246,N84689,0,lifestyle,lifestylecelebstyle
U338719,N23332,0,news,newsus
U523339,N81570,0,finance,markets
U605073,N96805,0,sports,basketball_nba
U396055,N29544,0,finance,finance-companies
U362319,N109852,0,news,newsgoodnews
U513538,N8048,0,lifestyle,lifestylesmartliving
U695820,N49697,0,news,newsworld
U545174,N123362,0,lifestyle,lifestyleroyals
U500238,N53474,0,news,elections-2020-us
U148339,N27967,0,news,newscrime
U402738,N20250,0,lifestyle,lifestyledidyouknow
U652880,N64785,0,lifestyle,lifestyleroyals
U232682,N4648,0,news,causes-poverty
U404391,N15214,0,sports,baseball_mlb
U738509,N21018,0,news,newsus
U34360,N69201,0,news,newsus
U168053,N127657,0,news,newsus
U186599,N119762,0,news,newsworld
U704659,N6331,0,news,factcheck
U419606,N43628,0,news,newscrime
U432398,N118173,0,news,newsworld
U418072,N44244,0,news,newspolitics
U267256,N67937,0,lifestyle,lifestylebuzz
U409789,N76721,0,lifestyle,awardstyle
U293648,N93338,0,news,newsscienceandtechnology
U339919,N51163,1,lifestyle,lifestylebuzz
U651270,N95582,0,news,newspolitics
U63402,N27440,0,news,elections-2020-us
U265342,N109344,0,news,newsworld
U203248,N103988,0,sports,baseball_mlb
U465856,N29160,0,sports,football_nfl
U264789,N2750,0,news,newsus
U578432,N66780,0,finance,finance-retirement
U342085,N33030,0,finance,markets
U638688,N38555,0,finance,finance-companies
U228501,N70024,0,lifestyle,lifestylecelebstyle
U276011,N85452,0,lifestyle,lifestylebuzz
U275882,N29305,0,news,newsus
U327583,N126592,0,news,newspolitics
U163140,N93445,0,news,newsscienceandtechnology
U239297,N104054,0,news,newscrime
U275954,N58465,0,finance,finance-retirement
U34727,N94230,0,finance,finance-saving-investing
U233231,N123784,0,sports,football_ncaa_videos
U272845,N7937,0,finance,finance-companies
U20927,N107542,0,news,newsus
U456060,N110473,0,sports,football_ncaa
U643292,N116118,1,finance,markets
U123959,N97722,0,lifestyle,lifestyleroyals
U352063,N46641,1,sports,more_sports
U559799,N109605,0,news,newsus
U630174,N122640,0,sports,football_nfl
U435201,N28979,0,sports,racing
U217163,N110523,0,news,newsworld
U373191,N85958,0,news,newsworld
U545028,N94421,0,news,newscrime
U336271,N287,0,news,newsus
U271222,N52079,0,news,newsus
U143819,N28009,0,sports,more_sports
U90577,N120696,0,news,newspolitics
U23597,N43450,0,news,newsworld
U74120,N84137,0,lifestyle,lifestylepetsanimals
U248051,N123683,0,lifestyle,lifestyleroyals
U221208,N49048,0,lifestyle,lifestylecelebstyle
U579891,N41975,0,news,newspolitics
U415069,N92441,0,news,newsopinion
U103995,N40412,0,news,newspolitics
U94855,N81570,0,finance,markets
U29408,N10285,0,finance,finance-saving-investing
U318388,N110925,0,news,newsus
U398584,N78699,0,news,newspolitics
U728066,N119999,0,lifestyle,voices
U668900,N71593,0,lifestyle,lifestyleroyals
U121032,N75618,0,news,newscrime
U128093,N3262,0,lifestyle,lifestylebuzz
U132029,N122640,0,sports,football_nfl
U194727,N110667,0,news,newsworld
U280459,N35304,0,finance,finance-taxes
U636458,N51320,0,finance,markets
U214998,N64640,0,news,newsus
U286681,N29481,0,news,newsus
U310308,N54368,0,news,newsus
U593856,N32286,0,finance,finance-saving-investing
U378653,N28009,0,sports,more_sports
U302800,N31879,1,news,newspolitics
U326967,N8631,0,news,newsworld
U183964,N1328,1,news,newsworld
U6781,N85958,0,news,newsworld
U89957,N51757,0,news,newspolitics
U472672,N75237,0,news,newspolitics
U336495,N101981,0,news,newspolitics
U697197,N4915,0,finance,markets
U199152,N128389,0,news,newsworld
U236133,N27738,0,sports,basketball_nba
U519586,N6982,0,news,newscrime
U364060,N110232,0,finance,finance-real-estate
U571539,N26368,0,news,newscrime
U260395,N36134,0,news,newspolitics
U692522,N22811,0,news,newspolitics
U518634,N87836,0,news,newsworld
U221256,N30471,0,sports,football_ncaa_videos
U475305,N87267,0,sports,football_nfl
U343518,N119838,0,sports,football_nfl
U447922,N28009,0,sports,more_sports
U373647,N7428,0,lifestyle,lifestylebeauty
U251524,N59935,1,lifestyle,lifestyleroyals
U259266,N70280,0,sports,icehockey_nhl
U660494,N45641,0,finance,finance-retirement
U56670,N52079,0,news,newsus
U552551,N67930,0,sports,football_nfl
U724403,N48055,0,news,newsus
U704476,N71041,0,news,newspolitics
U240812,N118304,0,lifestyle,lifestylehomeandgarden
U343199,N89651,0,sports,basketball_nba
U137175,N53399,0,news,newsus
U504764,N85452,0,lifestyle,lifestylebuzz
U252740,N67937,0,lifestyle,lifestylebuzz
U341866,N98178,1,sports,football_nfl
U185886,N10760,0,lifestyle,lifestyleroyals
U54745,N38304,0,lifestyle,lifestylebuzz
U109143,N7299,0,lifestyle,lifestyleroyals
U464724,N34256,0,news,newspolitics
U40064,N64676,0,news,newsus
U584417,N121375,0,news,newspolitics
U671997,N15655,0,news,newsworld
U420475,N107637,0,sports,football_nfl
U413498,N3692,0,news,newsopinion
U163128,N123362,0,lifestyle,lifestyleroyals
U420807,N66780,0,finance,finance-retirement
U217216,N120147,0,news,newsworld
U427207,N76271,0,news,newsus
U591684,N90968,0,sports,baseball_mlb
U179462,N97722,0,lifestyle,lifestyleroyals
U9490,N43700,0,news,newsus
U314783,N7728,0,news,newspolitics
U674079,N66169,0,sports,football_nfl
U614533,N54239,0,news,newspolitics
U214181,N64941,0,finance,finance-companies
U433447,N32909,0,finance,markets
U323910,N93640,0,news,newsworld
U175229,N59216,0,sports,football_nfl_videos
U689128,N6982,0,news,newscrime
U103624,N89764,0,sports,football_nfl
U63251,N69772,0,news,newspolitics
U256193,N71626,0,finance,markets
U76229,N18190,0,lifestyle,shop-holidays
U352131,N77225,0,news,newsphotos
U671342,N19162,0,news,newspolitics
U401768,N16244,0,news,newsus
U467130,N73556,0,sports,football_nfl
U700963,N34919,0,news,newspolitics
U536478,N26452,0,news,elections-2020-us
U493857,N64149,0,lifestyle,lifestyleroyals
U321881,N100261,0,sports,football_ncaa
U333821,N51163,0,lifestyle,lifestylebuzz
U174660,N23031,0,news,newsus
U118687,N123643,0,news,newspolitics
U113671,N71432,0,news,newsworld
U526498,N77289,0,sports,football_ncaa
U598989,N82980,0,sports,football_nfl
U459880,N65658,0,news,newsus
U464133,N69915,0,news,newsoffbeat
U315298,N10244,0,news,newsworld
U424172,N52079,0,news,newsus
U390794,N85452,0,lifestyle,lifestylebuzz
U624300,N118883,0,news,newsus
U343130,N69938,0,lifestyle,lifestyleroyals
U325621,N54239,0,news,newspolitics
U572648,N14074,0,sports,basketball_nba
U214494,N107637,0,sports,football_nfl
U66825,N107521,0,lifestyle,lifestylebuzz
U515629,N50454,0,sports,football_nfl
U476522,N30899,0,news,newsus
U324713,N4371,0,lifestyle,voices
U671400,N125642,0,news,newsworld
U87052,N20990,0,news,newsworld
U249255,N119838,0,sports,football_nfl
U519620,N69938,0,lifestyle,lifestyleroyals
U652911,N2110,0,lifestyle,shop-holidays
U426220,N6293,0,news,newscrime
U350957,N27460,0,finance,markets
U681893,N41315,0,sports,football_nfl
U150586,N14848,0,news,newsus
U17395,N105407,0,news,newsus
U488143,N18356,0,finance,finance-companies
U152893,N65192,0,news,newsworld
U548178,N67068,0,lifestyle,lifestylehomeandgarden
U540792,N102530,0,sports,football_ncaa
U137418,N93411,0,news,elections-2020-us
U582074,N12040,0,sports,football_nfl
U23948,N67937,0,lifestyle,lifestylebuzz
U556983,N105282,0,lifestyle,lifestyleparenting
U399705,N84430,0,finance,finance-retirement
U123854,N13361,0,sports,icehockey_nhl
U243835,N48912,0,finance,finance-retirement
U189431,N30812,0,news,newsus
U266061,N106875,0,news,newscrime
U15283,N85986,0,news,newsus
U585876,N87192,0,finance,finance-companies
U59625,N90996,0,sports,football_ncaa
U257098,N57029,0,sports,football_nfl
U537505,N45124,0,news,newsopinion
U154212,N46262,0,news,newsworld
U100691,N4761,0,sports,football_nfl
U51540,N72609,1,lifestyle,lifestylecelebstyle
U148767,N105661,0,news,newscrime
U279497,N85958,0,news,newsworld
U94316,N99177,0,lifestyle,lifestyleroyals
