user_id,video_id,is_click,play_time_ms,duration_ms,profile_stay_time,comment_stay_time,tab,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17,video_type,visible_status,server_width,server_height
589,3656,1,19432,41000,0,0,1,1,0,1,1,186,4,203,3,56,3,2031,6,0,4,19,628,1.0,0,0,13,333,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
847,3656,1,7538,41000,0,0,1,1,0,1,1,541,7,750,3,480,6,1560,6,0,2,2,1180,2.0,0,1,43,366,3,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
874,3656,0,1282,41000,0,0,1,0,0,-124,0,46,2,1,1,0,0,801,6,1,3,2,1159,3.0,0,1,21,34,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
0,4047,0,750,38200,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
197,4047,0,983,38200,0,0,1,1,0,-124,1,8,1,6,1,6,2,235,4,1,4,10,69,1.0,0,0,14,116,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
198,4047,0,1062,38200,0,0,1,1,0,-124,0,76,6,9,1,7,2,1526,6,1,4,49,1012,1.0,0,1,20,272,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
239,4047,0,3252,38200,0,0,1,0,0,-124,0,3,1,0,0,0,0,994,6,0,1,19,600,2.0,0,1,44,289,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
365,4047,0,1186,38200,0,0,1,2,0,-124,1,246,4,342,3,243,5,35,1,0,1,2,1180,2.0,0,0,15,394,4,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
658,4047,0,2055,38200,0,0,1,0,0,-124,1,958,7,94,2,92,4,812,6,1,6,29,918,1.0,0,0,31,354,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
715,4047,0,1091,38200,0,0,1,1,0,-124,0,249,4,285,3,29,2,1688,6,1,4,10,77,1.0,0,1,8,64,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
879,4047,0,872,38200,0,0,1,1,0,-124,1,90,6,132,3,42,3,771,6,0,6,29,925,0.0,0,0,7,77,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
976,4047,0,1309,38200,0,0,1,1,0,-124,1,90,6,4,1,2,1,400,5,0,3,2,1171,5.0,0,0,15,93,6,3,2,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
0,3725,0,1533,134734,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
74,3725,0,1143,134734,0,0,1,1,0,-124,1,26,2,127,3,25,2,1181,6,1,1,19,597,2.0,0,0,33,227,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
197,3725,0,1247,134734,0,0,1,1,0,-124,1,8,1,6,1,6,2,235,4,1,4,10,69,1.0,0,0,14,116,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
282,3725,1,23592,134734,0,0,1,1,0,-124,1,17,2,12,2,3,1,2049,6,1,4,19,656,2.0,0,1,9,88,5,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
599,3725,0,5809,134734,0,0,1,1,0,-124,1,116,3,51,2,29,2,1432,6,0,4,19,590,1.0,0,0,31,276,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
775,3725,0,2347,134734,0,0,1,1,0,-124,1,1726,7,1631,4,1359,6,1789,6,1,5,29,950,1.0,0,0,38,139,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
790,3725,0,2536,134734,0,0,1,0,0,-124,0,2,1,0,0,0,0,219,4,0,1,2,1137,3.0,0,0,13,117,6,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
822,3725,0,1636,134734,0,0,1,2,0,1,1,18,2,81,2,10,2,2514,6,1,2,2,1152,4.0,0,0,31,275,5,2,2,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,720.0,1280.0
0,3603,0,2104,13933,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
14,3603,0,1097,13933,0,0,1,1,0,-124,1,217,4,34,2,17,2,1190,6,1,5,19,621,1.0,0,0,31,42,6,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
191,3603,1,11010,13933,0,0,1,1,0,-124,1,24,2,20,2,1,1,1216,6,0,4,2,1165,6.0,0,0,1,82,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
332,3603,0,929,13933,0,0,1,0,0,-124,1,6,1,0,0,0,0,794,6,1,4,2,1152,4.0,0,1,44,289,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
408,3603,0,1318,13933,0,0,1,0,0,-124,1,249,4,76,2,23,2,1541,6,0,6,19,558,2.0,0,0,31,42,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
479,3603,0,2400,13933,0,0,1,1,0,-124,1,18,2,25,2,2,1,676,5,1,4,2,1179,2.0,0,1,18,393,3,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,720.0,1280.0
564,3603,0,5324,13933,0,0,1,0,0,-124,1,14,2,7,1,2,1,1806,6,1,4,19,560,0.0,0,1,5,298,6,4,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
939,3603,1,13914,13933,0,0,1,1,0,1,1,592,7,204,3,99,4,1123,6,0,2,19,647,1.0,0,0,30,368,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
0,6735,0,1056,0,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
250,6735,0,2252,0,0,0,1,1,0,-124,0,283,5,2,1,2,1,1779,6,1,2,2,1161,8.0,0,1,32,33,2,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
408,6735,0,1190,0,0,0,1,0,0,-124,1,249,4,76,2,23,2,1541,6,0,6,19,558,2.0,0,0,31,42,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
470,6735,0,985,0,0,0,1,0,0,1,1,195,4,65,2,41,3,1720,6,0,4,29,983,4.0,0,0,24,357,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
572,6735,0,6969,0,0,0,1,1,0,-124,0,43,2,8,1,1,1,1072,6,0,4,19,567,0.0,0,0,24,357,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
575,6735,0,1414,0,0,0,1,1,0,-124,1,338,5,683,3,334,6,1417,6,1,1,2,1153,5.0,0,0,15,118,6,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
896,6735,0,1160,0,0,0,1,1,0,-124,1,184,4,226,3,168,5,331,4,1,1,19,620,1.0,27,2,73,8,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
938,6735,0,1040,0,0,0,1,1,0,1,1,70,6,240,3,25,2,1479,6,0,3,29,908,1.0,0,0,13,392,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,664.0,1440.0
0,1052,0,1075,156120,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
70,1052,0,1241,156120,0,0,1,1,0,-124,1,101,3,179,3,98,4,1712,6,1,1,2,1158,5.0,0,1,44,238,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
277,1052,0,2135,156120,0,0,1,1,0,1,1,342,5,6034,5,119,4,1728,6,0,4,19,639,2.0,0,0,14,440,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
427,1052,1,17257,156120,0,1578,1,1,0,-124,1,59,6,2,1,2,1,1190,6,0,1,19,622,1.0,0,0,24,264,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
537,1052,0,1200,156120,0,0,1,0,0,-124,0,134,3,7,1,1,1,463,5,0,6,10,230,1.0,0,0,31,283,6,2,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
905,1052,0,3195,156120,0,0,1,0,0,1,1,634,7,4,1,2,1,2029,6,1,3,2,1179,2.0,0,1,9,375,1,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
950,1052,0,5048,156120,0,0,1,1,0,-124,1,4996,7,194,3,117,4,114,3,0,0,31,1451,2.0,0,0,14,116,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
0,6857,0,1050,149933,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
37,6857,0,3494,149933,0,0,1,0,0,-124,1,1011,7,1211,4,921,6,492,5,0,0,10,200,0.0,0,0,31,343,3,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
124,6857,0,1614,149933,0,0,1,0,0,-124,1,64,6,55,2,35,3,114,3,0,0,2,1153,5.0,0,1,18,393,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
150,6857,0,3367,149933,0,0,1,0,0,-124,0,32,2,11,2,2,1,573,5,1,2,29,906,1.0,0,0,15,151,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
238,6857,0,1169,149933,0,0,1,1,0,-124,1,14,2,715,3,9,2,30,0,0,4,29,904,2.0,0,0,24,410,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
503,6857,0,1588,149933,0,0,1,1,0,-124,1,397,5,689,3,372,6,1033,6,0,1,29,1348,0.0,0,0,7,398,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
567,6857,1,9970,149933,0,0,1,1,0,-124,1,463,5,154,3,152,5,1310,6,0,0,9,278,2.0,0,0,19,170,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
571,6857,0,3034,149933,0,0,1,0,0,-124,0,167,4,12,2,6,2,1108,6,1,3,10,274,1.0,0,0,7,138,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
598,6857,0,217,149933,0,0,1,0,0,-124,0,285,5,49,2,41,3,1802,6,0,1,19,567,0.0,0,1,8,294,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
650,6857,0,1464,149933,0,0,1,1,0,-124,1,115,3,43,2,2,1,2327,6,0,4,9,478,2.0,0,0,24,357,3,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
720,6857,1,9426,149933,0,0,1,1,0,1,1,485,5,24,2,20,2,736,6,1,3,2,1152,4.0,0,1,10,449,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
883,6857,1,7512,149933,0,0,1,0,0,-124,1,135,3,173,3,122,5,450,5,1,1,29,906,1.0,0,1,43,366,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
0,6441,0,1114,382566,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1048.0,720.0
133,6441,0,1649,382566,0,0,1,1,0,-124,0,549,7,88,2,82,4,108,3,1,4,9,296,0.0,0,1,10,451,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1048.0,720.0
306,6441,0,4783,382566,0,0,1,2,0,-124,0,23,2,1,1,1,1,93,3,1,0,2,1176,2.0,0,1,5,352,6,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1048.0,720.0
350,6441,0,1822,382566,0,0,1,0,0,-124,1,36,2,21,2,1,1,1693,6,1,3,29,912,2.0,0,0,14,62,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1048.0,720.0
362,6441,0,1586,382566,0,0,1,1,0,-124,1,40,2,22,2,9,2,2491,6,0,2,10,111,15.0,0,1,8,314,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1048.0,720.0
672,6441,0,1553,382566,0,0,1,2,0,-124,1,575,7,47,2,15,2,1584,6,0,4,19,540,1.0,0,0,13,390,3,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1048.0,720.0
684,6441,0,1290,382566,0,0,1,0,0,-124,0,403,5,5,1,0,0,542,5,0,5,10,215,1.0,0,0,30,290,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1048.0,720.0
0,809,0,1100,248800,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1280.0,720.0
147,809,0,1827,248800,0,0,1,1,0,-124,1,366,5,15,2,11,2,91,3,0,1,2,1151,3.0,0,1,44,121,5,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1280.0,720.0
160,809,0,1404,248800,0,0,1,0,0,-124,0,47,2,4,1,2,1,831,6,0,4,10,319,5.0,0,1,43,221,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1280.0,720.0
355,809,0,3117,248800,0,0,1,1,0,1,1,2832,7,53,2,43,3,2332,6,1,4,29,919,1.0,0,1,20,161,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1280.0,720.0
359,809,0,1449,248800,0,0,1,1,0,-124,1,23,2,227,3,20,2,2004,6,1,3,28,1431,1.0,0,1,5,270,5,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1280.0,720.0
405,809,1,12802,248800,0,0,1,4,0,-124,1,328,5,5,1,5,2,1545,6,1,2,31,414,0.0,0,1,8,209,6,0,0,2.0,2.0,2.0,2.0,2.0,2.0,0,0.0,1280.0,720.0
0,892,0,1065,46000,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
0,2848,0,1324,140720,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
148,2848,0,2022,140720,0,0,1,1,0,1,1,191,4,43,2,29,2,1910,6,1,3,28,993,15.0,0,0,24,264,4,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
450,2848,0,1412,140720,0,0,1,1,0,-124,1,38,2,152,3,21,2,729,5,0,2,29,1385,1.0,0,1,43,221,4,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
547,2848,0,736,140720,0,0,1,4,0,1,1,4,1,2011,4,1,1,2478,6,0,2,2,1167,9.0,0,1,8,36,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
841,2848,0,1316,140720,0,0,1,1,0,-124,1,56,6,85,2,39,3,961,6,0,4,19,601,1.0,0,0,33,41,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
0,4946,0,832,36733,0,0,1,1,0,1,1,514,7,150,3,34,3,799,6,1,1,29,949,1.0,0,0,14,135,6,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
10,4946,1,75202,36733,0,0,1,4,0,-124,1,54,6,6,1,3,1,25,0,0,4,19,578,1.0,0,1,9,310,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
516,4946,1,1220,36733,0,0,1,0,0,-124,0,14,2,1,1,0,0,34,1,1,1,10,238,3.0,0,1,9,310,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
571,4946,0,2923,36733,0,0,1,0,0,-124,0,167,4,12,2,6,2,1108,6,1,3,10,274,1.0,0,0,7,138,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,720.0,1280.0
