user_id,item_id,rating,domain,living_place,join_time,time_bin
2225,2042,0,book,山东青岛,2007-02-08,22
2109,47704,0,book,广东东莞,2006-02-21,10
2310,110348,0,movie,宁夏中卫,2012-04-30,84
1964,74449,1,book,上海,2009-11-19,55
2066,102724,1,movie,Fiji,2009-04-19,48
1192,107459,1,movie,广东广州,2006-04-15,12
1794,119901,1,movie,湖北神农架林区,2009-04-09,48
1425,127405,0,movie,湖南长沙,2010-02-24,58
2215,114765,0,movie,"P'yŏngyang, North Korea",2008-02-22,34
244,128843,0,movie,山东济南,2016-07-30,135
811,128130,1,movie,福建福州,2011-09-30,77
2447,35226,0,book,北京,2010-09-23,65
2186,108440,1,movie,上海,2007-07-24,27
1668,125986,1,movie,上海,2008-05-11,37
2215,64575,1,book,"P'yŏngyang, North Korea",2008-02-22,34
1763,101398,1,movie,北京,2008-08-20,40
1304,111437,1,movie,上海,2005-05-16,1
1913,129070,0,movie,,2010-10-03,66
1555,97128,0,movie,,2010-08-14,64
1583,54970,0,book,上海,2006-04-21,12
210,148199,1,music,上海,2009-10-04,54
1877,156063,1,music,上海,2008-08-07,40
210,99278,0,movie,上海,2009-10-04,54
2279,122842,1,movie,江苏苏州,2011-07-26,75
2429,115044,1,movie,"New York City, United States",2008-03-22,35
1521,129647,1,movie,福建福州,2008-08-11,40
2115,109653,0,movie,上海,2011-01-08,69
1590,129156,1,movie,北京,2008-01-08,33
2381,121040,1,movie,北京,2005-08-31,4
1992,35745,1,book,北京,2006-10-12,18
391,128706,1,movie,北京,2017-12-05,152
1984,105037,0,movie,江苏苏州,2009-08-16,52
1100,121640,0,movie,河南焦作,2013-12-10,104
1505,95936,1,movie,"London, United Kingdom",2008-07-27,39
2232,127714,0,movie,"Reykjavík, Iceland",2010-09-05,65
1179,199633,0,music,上海,2007-06-27,26
2221,105719,1,movie,上海,2007-08-03,28
2368,103664,0,movie,北京,2005-12-19,8
1992,137517,1,music,北京,2006-10-12,18
2505,115781,0,movie,天津,2011-06-29,74
201,114890,1,movie,浙江温州,2016-03-25,131
2712,135951,1,music,上海,2007-11-29,31
1744,120220,1,movie,山东日照,2012-11-15,91
1351,81076,1,book,"台北, 台湾",2009-11-15,55
2292,98680,0,movie,北京,2007-11-26,31
1526,95931,0,movie,"Kyoto, Japan",2005-12-08,8
1122,130042,0,movie,吉林长春,2014-04-04,108
2300,127877,0,movie,山东济南,2012-11-30,91
746,128791,0,movie,河北秦皇岛,2011-05-19,73
2610,127238,0,movie,福建福州,2007-12-09,32
1564,116001,1,movie,陕西西安,2012-02-25,82
2640,161117,0,music,北京,2009-07-04,51
1265,78978,1,book,"Ulan Bator, Mongolia",2008-05-10,37
2459,101092,0,movie,北京,2010-10-21,66
1688,87060,0,book,北京,2009-09-11,53
1421,96802,1,movie,山东德州,2007-03-13,23
1033,104381,1,movie,北京,2013-04-04,96
1854,120371,1,movie,新疆昌吉,2007-09-17,29
254,116523,1,movie,,2016-08-25,136
521,104370,1,movie,,2009-01-25,45
858,129977,1,movie,北京,2012-01-02,81
1945,129273,0,movie,河南郑州,2011-12-08,80
2267,102890,0,movie,福建福州,2011-12-14,80
1028,96570,1,movie,广东揭阳,2013-03-17,95
134,115906,1,movie,,2015-11-03,127
461,127621,1,movie,北京,2008-05-04,37
2345,125955,0,movie,北京,2010-02-06,58
354,83212,1,book,北京,2017-05-09,145
277,117721,0,movie,浙江宁波,2016-10-22,138
2296,22027,1,book,北京,2009-04-19,48
1672,67450,1,book,上海,2009-08-07,52
1852,200009,1,music,"Bristol, United Kingdom",2008-12-28,44
1556,44983,0,book,北京,2009-11-03,55
1641,98795,1,movie,陕西商洛,2010-11-13,67
1034,100920,1,movie,福建三明,2013-04-08,96
1632,100921,0,movie,北京,2008-07-23,39
2165,117134,1,movie,江苏南京,2011-07-27,75
437,113846,1,movie,上海,2007-11-25,31
2641,126881,0,movie,上海,2007-04-05,24
717,123141,0,movie,上海,2011-03-24,71
2009,125253,1,movie,北京,2007-10-26,30
650,187861,1,music,,2010-10-06,66
2079,111736,0,movie,广东深圳,2008-07-24,39
1314,7662,0,book,黑龙江哈尔滨,2005-09-18,5
1958,166942,0,music,北京,2008-03-09,35
1746,116826,0,movie,北京,2007-12-12,32
1119,123044,0,movie,北京,2014-03-24,107
840,66056,1,book,上海,2011-12-07,80
1236,51366,1,book,北京,2005-08-19,4
2389,127761,1,movie,北京,2009-09-26,53
1207,86916,1,book,"New York City, United States",2007-05-19,25
2479,128330,0,movie,北京,2007-11-16,31
2230,32001,1,book,北京,2011-07-16,75
1415,116016,1,movie,北京,2008-02-16,34
181,101490,1,movie,上海,2016-02-10,130
2288,128588,1,movie,上海,2011-05-24,73
2572,130056,1,movie,广东广州,2006-03-16,11
1850,125199,1,movie,上海,2008-03-11,35
2689,128707,0,movie,北京,2011-12-24,80
1856,119247,1,movie,广东深圳,2009-11-14,55
585,95029,0,book,四川成都,2010-06-05,62
518,98703,0,movie,广东广州,2009-01-16,45
2109,71699,0,book,广东东莞,2006-02-21,10
1935,122602,0,movie,北京,2009-05-28,49
514,121494,0,movie,湖北武汉,2009-01-10,45
1760,128780,1,movie,"Melbourne, Australia",2008-07-09,39
1521,170204,0,music,福建福州,2008-08-11,40
732,124387,1,movie,北京,2011-04-20,72
619,124036,0,movie,北京,2009-06-20,50
2463,39340,1,book,上海,2012-05-04,85
1508,116293,1,movie,北京,2007-08-29,28
34,95885,1,movie,辽宁沈阳,2006-05-19,13
1990,107972,1,movie,广东广州,2014-02-22,106
1473,113171,0,movie,上海,2007-05-09,25
1617,129359,1,movie,"Utrecht, Netherlands",2010-07-21,63
2116,127807,0,movie,"Port-au-Prince, Haiti",2005-07-31,3
2233,109636,0,movie,四川成都,2011-02-10,70
1190,97030,1,movie,北京,2006-06-03,14
1423,109896,1,movie,"New York City, United States",2009-06-16,50
2329,110409,1,movie,"Penang, Malaysia",2008-07-10,39
2126,24570,1,book,上海,2005-08-11,4
822,104770,1,movie,吉林吉林,2011-10-29,78
1417,127405,0,movie,上海,2011-01-29,69
599,130454,1,movie,四川成都,2009-05-27,49
1635,75884,1,book,"London, United Kingdom",2010-08-15,64
599,81203,1,book,四川成都,2009-05-27,49
526,127961,0,movie,"Toronto, Canada",2010-02-23,58
532,127603,1,movie,Anguilla,2010-02-28,58
1936,121437,1,movie,,2009-05-24,49
200,104220,0,movie,"Toronto, Canada",2016-03-22,131
1833,101774,0,movie,北京,2007-03-11,23
570,106902,1,movie,北京,2009-04-23,48
1851,12293,0,book,浙江杭州,2007-01-05,21
1553,119736,1,movie,广东广州,2013-09-09,101
2064,125944,0,movie,北京,2010-07-12,63
777,97931,0,movie,上海,2011-07-23,75
2250,128938,1,movie,上海,2006-02-09,10
1042,124246,1,movie,重庆,2013-05-04,97
2709,112584,1,movie,"Reykjavík, Iceland",2008-07-26,39
1688,102784,0,movie,北京,2009-09-11,53
395,113673,1,movie,陕西西安,2007-07-26,27
2498,65144,1,book,广东广州,2007-12-27,32
51,128621,0,movie,,2015-02-09,118
2397,107946,1,movie,上海,2005-12-27,8
2468,121698,0,movie,"Amsterdam, Netherlands",2009-02-03,46
1709,134376,0,music,北京,2012-05-30,85
1398,131361,0,music,"台北, 台湾",2009-02-05,46
1391,115709,0,movie,香港,2005-12-18,8
2242,129613,1,movie,"Melbourne, Australia",2008-03-02,35
2301,129164,1,movie,山东青岛,2011-02-22,70
1938,95912,0,movie,北京,2008-02-02,34
1087,170796,0,music,湖南长沙,2013-09-19,101
1890,130078,1,movie,"New York City, United States",2007-08-04,28
592,130148,1,movie,"Hawaii, United States",2010-06-17,62
1407,126873,0,movie,,2006-05-28,13
1967,96060,1,movie,浙江杭州,2010-03-24,59
564,97978,1,movie,湖北武汉,2010-04-25,60
177,123938,1,movie,河南郑州,2007-02-05,22
1519,104160,1,movie,北京,2008-11-21,43
1804,129090,0,movie,北京,2008-09-02,41
698,101897,1,movie,北京,2011-02-04,70
1646,124618,0,movie,上海,2007-05-19,25
2254,115425,1,movie,"Atlanta, United States",2009-12-09,56
914,109397,1,movie,北京,2012-06-02,86
2006,96027,1,movie,江苏苏州,2007-12-17,32
1459,121743,1,movie,上海,2006-07-22,15
666,95983,1,movie,四川成都,2010-11-07,67
2064,117298,0,movie,北京,2010-07-12,63
19,101658,1,movie,广东深圳,2006-01-16,9
533,105613,0,movie,辽宁沈阳,2010-02-28,58
1460,115920,0,movie,江苏无锡,2009-02-02,46
1413,105083,0,movie,四川成都,2005-11-16,7
1309,128319,0,movie,湖北武汉,2008-01-02,33
2639,123751,0,movie,贵州贵阳,2006-08-22,16
2020,127003,0,movie,湖北武汉,2009-01-30,45
820,120368,0,movie,"Kuala Lumpur, Malaysia",2011-10-20,78
1349,104436,1,movie,上海,2007-02-01,22
151,128615,1,movie,河南洛阳,2015-12-14,128
2400,129628,0,movie,浙江杭州,2010-02-15,58
2518,115954,1,movie,湖南长沙,2008-12-22,44
1691,158884,1,music,北京,2007-07-10,27
2279,126721,1,movie,江苏苏州,2011-07-26,75
2273,122893,0,movie,北京,2010-01-23,57
2345,2286,1,book,北京,2010-02-06,58
2054,119361,0,movie,江苏无锡,2010-08-10,64
484,96815,1,movie,北京,2008-08-25,40
707,29323,1,book,"Boston, United States",2011-02-21,70
1100,104134,1,movie,河南焦作,2013-12-10,104
1583,111179,1,movie,上海,2006-04-21,12
2519,202148,1,music,"Athínai, Greece",2011-03-07,71
1063,112529,1,movie,山西太原,2013-07-12,99
2461,83493,1,book,上海,2009-02-21,46
2293,107435,1,movie,北京,2005-11-27,7
2183,128456,1,movie,"Paris, France",2008-07-17,39
527,2850,1,book,辽宁沈阳,2010-02-23,58
1490,127515,0,movie,广东广州,2009-01-14,45
497,118554,0,movie,广西南宁,2010-01-17,57
1144,130333,0,movie,北京,2014-05-31,109
2496,128180,0,movie,北京,2007-02-22,22
2562,87090,1,book,上海,2006-06-13,14
613,105886,1,movie,,2010-07-30,63
2344,96108,1,movie,"Hartford, United States",2006-05-19,13
2613,129523,1,movie,北京,2011-03-18,71
2455,124719,1,movie,陕西西安,2013-07-05,99
1785,110886,1,movie,北京,2011-03-09,71
539,129701,1,movie,"New York City, United States",2009-02-20,46
801,105721,0,movie,"Santiago, Chile",2011-09-07,77
2689,95939,1,movie,北京,2011-12-24,80
1581,130454,1,movie,重庆,2007-04-29,24
1421,130534,1,movie,山东德州,2007-03-13,23
1190,116623,1,movie,北京,2006-06-03,14
179,127581,1,movie,福建南平,2016-02-06,130
2687,122543,1,movie,"State College, United States",2007-02-18,22
509,128409,1,movie,上海,2010-02-01,58
631,113225,0,movie,"New York City, United States",2010-08-26,64
1087,126288,1,movie,湖南长沙,2013-09-19,101
2323,112417,1,movie,广西玉林,2009-03-17,47
578,128130,1,movie,北京,2009-05-04,49
851,95907,1,movie,北京,2011-12-27,80
1663,124713,0,movie,内蒙古呼伦贝尔,2006-06-27,14
2706,103746,1,movie,广东广州,2005-11-13,7
1577,116457,1,movie,上海,2009-09-29,53
2690,127582,1,movie,辽宁营口,2009-10-24,54
2599,170721,1,music,江苏南京,2008-05-13,37
589,122088,1,movie,"Tōkyō, Japan",2010-06-09,62
660,95895,1,movie,福建厦门,2010-10-28,66
208,96340,0,movie,江苏南京,2016-05-06,133
2433,110286,0,movie,广东广州,2011-06-03,74
1828,122242,1,movie,上海,2006-08-09,16
1422,168135,1,music,"Los Angeles, United States",2011-04-04,72
1689,95951,1,movie,"Los Angeles, United States",2009-07-01,51
2005,116507,1,movie,黑龙江哈尔滨,2008-01-29,33
2132,7259,0,book,上海,2006-01-22,9
265,103527,1,movie,北京,2016-09-12,137
1838,122784,1,movie,福建福州,2009-08-01,52
1305,22537,0,book,北京,2006-03-08,11
1887,129033,0,movie,上海,2010-01-27,57
1455,127619,0,movie,上海,2010-10-26,66
1339,163888,1,music,北京,2007-02-28,22
2173,28900,1,book,上海,2008-04-30,36
768,99814,1,movie,辽宁抚顺,2011-07-07,75
1459,53452,1,book,上海,2006-07-22,15
2625,122270,0,movie,"Los Angeles, United States",2007-01-01,21
1265,14912,1,book,"Ulan Bator, Mongolia",2008-05-10,37
148,96212,1,movie,上海,2015-12-04,128
2147,185610,1,music,北京,2007-02-01,22
2279,119161,1,movie,江苏苏州,2011-07-26,75
1280,127536,0,movie,浙江杭州,2005-09-23,5
1034,102181,0,movie,福建三明,2013-04-08,96
338,102614,1,movie,北京,2017-03-20,143
631,121553,1,movie,"New York City, United States",2010-08-26,64
2440,120037,0,movie,"London, United Kingdom",2011-03-12,71
843,96093,1,movie,Yugoslavia,2011-12-11,80
2079,16201,1,book,广东深圳,2008-07-24,39
2698,125530,1,movie,重庆,2010-09-22,65
466,72318,0,book,上海,2008-06-09,38
1459,109001,1,movie,上海,2006-07-22,15
1626,129825,1,movie,河北石家庄,2015-02-25,118
2160,106041,0,movie,,2007-06-17,26
1733,111069,0,movie,香港,2011-04-15,72
1770,129647,0,movie,北京,2010-09-13,65
2169,104423,0,movie,上海,2011-07-20,75
2182,129398,1,movie,,2009-08-19,52
2479,181812,1,music,北京,2007-11-16,31
2509,97259,1,movie,北京,2007-02-14,22
2645,128154,1,movie,上海,2011-06-19,74
2590,125548,0,movie,香港,2008-09-07,41
1665,128653,1,movie,"New York City, United States",2008-07-30,39
1574,143511,1,music,江苏南京,2007-01-02,21
1422,91636,1,book,"Los Angeles, United States",2011-04-04,72
2605,97318,1,movie,北京,2006-01-15,9
1689,127133,0,movie,"Los Angeles, United States",2009-07-01,51
726,99070,0,movie,广东深圳,2011-04-07,72
622,128999,1,movie,北京,2010-08-09,64
476,125608,0,movie,辽宁大连,2008-07-28,39
1767,172914,0,music,香港,2010-03-15,59
1298,205256,1,music,浙江杭州,2006-11-19,19
1315,128764,0,movie,陕西西安,2008-07-22,39
1094,106075,1,movie,湖北武汉,2013-10-21,102
2377,127877,1,movie,安徽六安,2009-02-14,46
1417,53269,1,book,上海,2011-01-29,69
2639,209460,0,music,贵州贵阳,2006-08-22,16
1089,129027,1,movie,,2013-10-05,102
484,210579,1,music,北京,2008-08-25,40
2099,13682,1,book,北京,2007-10-20,30
2600,111075,1,movie,北京,2008-03-04,35
691,95933,1,movie,广东广州,2011-01-22,69
1360,97030,1,movie,"Paris, France",2009-05-11,49
1851,120647,0,movie,浙江杭州,2007-01-05,21
2066,123506,0,movie,Fiji,2009-04-19,48
2282,108651,1,movie,广东深圳,2008-04-18,36
2294,179316,0,music,香港,2008-01-16,33
914,124704,1,movie,北京,2012-06-02,86
583,33447,1,book,四川成都,2010-06-03,62
2292,126444,1,movie,北京,2007-11-26,31
1439,129041,0,movie,广东深圳,2011-06-16,74
276,136751,1,music,福建福州,2016-10-19,138
1086,95931,1,movie,广东广州,2013-09-16,101
722,185215,1,music,河南郑州,2011-04-04,72
2511,68499,1,book,北京,2006-07-18,15
727,80227,1,book,北京,2011-04-11,72
2192,122202,0,movie,湖南长沙,2009-05-29,49
2115,127603,1,movie,上海,2011-01-08,69
1918,119903,1,movie,北京,2009-11-12,55
1413,103004,0,movie,四川成都,2005-11-16,7
1548,101258,0,movie,北京,2009-11-05,55
2645,127730,1,movie,上海,2011-06-19,74
2342,157929,1,music,"Vārānasi, India",2010-04-03,60
484,128443,0,movie,北京,2008-08-25,40
1498,129821,1,movie,上海,2010-10-05,66
1635,51691,1,book,"London, United Kingdom",2010-08-15,64
2692,25647,1,book,,2006-04-02,12
2434,96693,1,movie,山东烟台,2012-10-08,90
2115,26814,1,book,上海,2011-01-08,69
2192,112690,0,movie,湖南长沙,2009-05-29,49
979,96830,1,movie,江西新余,2012-10-13,90
605,140647,1,music,北京,2010-07-07,63
1282,169226,1,music,"Krung Thep, Thailand",2011-07-14,75
1050,100421,1,movie,浙江杭州,2013-05-20,97
822,129871,1,movie,吉林吉林,2011-10-29,78
2028,62008,0,book,"台北, 台湾",2008-12-26,44
2412,125878,1,movie,北京,2012-01-22,81
486,175363,1,music,"Paris, France",2008-09-13,41
2197,128658,1,movie,浙江丽水,2006-03-15,11
2298,124617,1,movie,上海,2005-08-26,4
1823,128314,1,movie,北京,2009-12-26,56
1917,651,1,book,上海,2007-12-02,32
1142,125479,0,movie,广东广州,2014-05-25,109
2082,126458,1,movie,黑龙江哈尔滨,2010-01-17,57
1680,203132,1,music,北京,2010-01-12,57
1937,128551,1,movie,,2014-06-11,110
2324,128543,1,movie,北京,2007-08-29,28
1777,40708,1,book,广东广州,2011-06-08,74
2149,158884,1,music,"Paris, France",2008-06-24,38
1681,96018,1,movie,安徽滁州,2010-01-04,57
1572,95914,1,movie,北京,2008-02-23,34
1490,104137,0,movie,广东广州,2009-01-14,45
884,123560,0,movie,浙江绍兴,2012-02-25,82
2094,126885,1,movie,上海,2006-02-27,10
1938,127569,1,movie,北京,2008-02-02,34
2514,99989,1,movie,云南昆明,2006-12-31,20
2347,124877,0,movie,上海,2006-05-25,13
655,96575,1,movie,广东广州,2010-10-21,66
2617,11732,0,book,北京,2014-07-08,111
621,121425,1,movie,江苏徐州,2009-06-21,50
1680,79994,1,book,北京,2010-01-12,57
2105,130179,1,movie,广东深圳,2009-01-01,45
636,121573,1,movie,"Tōkyō, Japan",2010-08-31,64
2166,128603,1,movie,北京,2009-03-08,47
244,100175,1,movie,山东济南,2016-07-30,135
1899,8592,1,book,北京,2008-07-25,39
2079,90758,1,book,广东深圳,2008-07-24,39
1304,110474,1,movie,上海,2005-05-16,1
2125,104522,1,movie,北京,2008-12-11,44
2057,128868,1,movie,,2010-12-08,68
2527,129118,0,movie,北京,2006-03-03,11
2172,97952,1,movie,北京,2006-09-23,17
1423,136164,1,music,"New York City, United States",2009-06-16,50
1933,10743,0,book,广西玉林,2006-04-13,12
1284,99747,1,movie,北京,2007-11-18,31
1988,119299,0,movie,"Toronto, Canada",2005-12-24,8
1304,119258,1,movie,上海,2005-05-16,1
1373,96172,1,movie,广东深圳,2007-12-31,32
2294,166008,1,music,香港,2008-01-16,33
65,111433,0,movie,广东深圳,2006-08-21,16
21,96205,1,movie,北京,2014-11-18,115
1824,128854,1,movie,陕西西安,2008-02-08,34
2702,117926,1,movie,广东广州,2008-04-15,36
1105,130085,0,movie,辽宁沈阳,2014-01-20,105
1419,105091,0,movie,上海,2008-01-09,33
1877,100038,1,movie,上海,2008-08-07,40
2519,80828,1,book,"Athínai, Greece",2011-03-07,71
1574,116879,1,movie,江苏南京,2007-01-02,21
2516,209222,1,music,江苏苏州,2007-03-10,23
133,175843,1,music,吉林长春,2015-10-25,126
2505,202625,1,music,天津,2011-06-29,74
1546,129443,1,movie,上海,2007-02-23,22
1090,98795,0,movie,广东珠海,2013-10-06,102
399,171196,1,music,山东泰安,2018-01-11,153
1824,126306,0,movie,陕西西安,2008-02-08,34
1075,121494,0,movie,福建龙岩,2013-08-17,100
473,116114,1,movie,,2008-07-17,39
2676,119308,1,movie,,2010-07-11,63
2259,29408,0,book,北京,2009-09-19,53
1935,98151,1,movie,北京,2009-05-28,49
2018,108902,1,movie,上海,2009-01-08,45
755,159388,1,music,上海,2011-06-06,74
1495,129522,0,movie,北京,2007-06-13,26
88,116514,0,movie,浙江杭州,2015-06-09,122
2404,101612,1,movie,"Seattle, United States",2008-01-19,33
373,116874,0,movie,天津,2017-08-08,148
607,101803,1,movie,"Philadelphia, United States",2009-06-05,50
2181,115341,1,movie,"Auckland, New Zealand",2008-11-24,43
615,102624,1,movie,云南大理,2010-08-03,64
442,97743,1,movie,"常熟, 苏州",2007-12-14,32
181,105283,0,movie,上海,2016-02-10,130
21,103169,0,movie,北京,2014-11-18,115
84,127933,0,movie,北京,2006-10-12,18
1628,111493,0,movie,"Berlin, Germany",2010-06-05,62
1395,107925,0,movie,北京,2010-04-10,60
2283,125479,1,movie,上海,2006-04-13,12
2019,159672,1,music,上海,2010-08-11,64
1413,128196,0,movie,四川成都,2005-11-16,7
621,129008,0,movie,江苏徐州,2009-06-21,50
2395,108595,1,movie,湖北武汉,2009-07-07,51
151,104186,1,movie,河南洛阳,2015-12-14,128
1455,48292,0,book,上海,2010-10-26,66
2704,140118,1,music,江苏镇江,2007-04-10,24
2128,127637,1,movie,广东广州,2008-03-19,35
2044,187889,0,music,上海,2007-07-06,27
2564,104371,0,movie,广东广州,2008-08-03,40
620,122884,0,movie,安徽合肥,2009-06-21,50
1887,96485,1,movie,上海,2010-01-27,57
1374,119829,0,movie,上海,2011-11-09,79
2688,129158,0,movie,北京,2009-04-14,48
658,108902,0,movie,香港,2010-10-22,66
200,96040,0,movie,"Toronto, Canada",2016-03-22,131
1700,135052,1,music,福建厦门,2008-06-20,38
1052,117133,0,movie,广东广州,2013-05-28,97
620,115805,0,movie,安徽合肥,2009-06-21,50
1767,152507,0,music,香港,2010-03-15,59
2650,106241,1,movie,Bahamas,2006-08-29,16
2095,124048,0,movie,北京,2007-10-14,30
1860,30429,0,book,江苏南京,2009-02-09,46
2066,79060,0,book,Fiji,2009-04-19,48
34,127409,0,movie,辽宁沈阳,2006-05-19,13
914,116586,1,movie,北京,2012-06-02,86
123,160721,1,music,湖北武汉,2015-09-18,125
2683,129126,1,movie,北京,2008-03-29,35
1830,160222,1,music,浙江杭州,2008-01-29,33
1782,119373,1,movie,北京,2006-10-31,18
2349,104522,1,movie,浙江绍兴,2011-01-11,69
1612,126176,1,movie,"San Francisco Bay Area, United States",2010-09-13,65
1024,102320,0,movie,四川达州,2013-03-05,95
1624,103174,1,movie,北京,2008-06-19,38
2102,124465,0,movie,"Melbourne, Australia",2008-08-14,40
1371,116119,0,movie,北京,2006-12-13,20
1701,126017,1,movie,天津,2009-07-27,51
2490,120219,1,movie,广东广州,2010-02-24,58
229,96069,1,movie,上海,2016-06-22,134
2583,104728,0,movie,北京,2010-12-28,68
2073,125566,0,movie,北京,2007-11-09,31
1583,143069,1,music,上海,2006-04-21,12
1312,97252,1,movie,,2010-02-11,58
1583,47869,1,book,上海,2006-04-21,12
755,102513,1,movie,上海,2011-06-06,74
1950,121276,1,movie,上海,2011-02-24,70
2223,128828,0,movie,北京,2007-08-10,28
2044,114517,1,movie,上海,2007-07-06,27
1478,29792,1,book,香港,2006-10-20,18
2632,90114,1,book,北京,2010-06-04,62
459,103001,1,movie,江西赣州,2008-04-29,36
2444,207156,1,music,浙江杭州,2009-04-29,48
34,195742,1,music,辽宁沈阳,2006-05-19,13
897,96260,1,movie,北京,2012-04-15,84
740,118879,0,movie,辽宁沈阳,2011-05-10,73
894,96659,1,movie,北京,2012-03-29,83
1646,13914,1,book,上海,2007-05-19,25
1457,129215,1,movie,北京,2012-06-16,86
807,120552,0,movie,广东深圳,2011-09-27,77
1712,178105,1,music,四川成都,2012-02-10,82
2294,210485,1,music,香港,2008-01-16,33
484,129644,0,movie,北京,2008-08-25,40
166,108477,1,movie,四川成都,2007-01-26,21
1042,97106,0,movie,重庆,2013-05-04,97
733,127561,0,movie,福建福州,2011-04-23,72
459,101687,0,movie,江西赣州,2008-04-29,36
1854,81372,1,book,新疆昌吉,2007-09-17,29
2259,100785,1,movie,北京,2009-09-19,53
2201,113869,0,movie,"P'yŏngyang, North Korea",2005-10-09,6
1317,128551,1,movie,上海,2007-05-23,25
2374,106309,1,movie,贵州贵阳,2006-01-18,9
1704,28838,0,book,江苏南京,2008-01-28,33
2028,98185,0,movie,"台北, 台湾",2008-12-26,44
2155,110062,1,movie,上海,2011-03-26,71
2064,127409,1,movie,北京,2010-07-12,63
1023,100864,1,movie,"London, United Kingdom",2013-03-01,95
944,128452,0,movie,湖北武汉,2012-07-26,87
1964,73104,1,book,上海,2009-11-19,55
111,119597,0,movie,浙江杭州,2006-11-18,19
227,122078,0,movie,广东广州,2016-06-17,134
1129,104355,0,movie,安徽合肥,2014-04-15,108
2164,100653,0,movie,北京,2011-09-15,77
65,101448,1,movie,广东深圳,2006-08-21,16
2582,17844,1,book,北京,2009-05-30,49
1295,129929,1,movie,北京,2009-07-26,51
1212,102784,1,movie,北京,2005-11-06,7
2599,203311,1,music,江苏南京,2008-05-13,37
1667,100524,1,movie,江苏南京,2014-07-17,111
2455,104505,0,movie,陕西西安,2013-07-05,99
1936,113915,1,movie,,2009-05-24,49
1427,129552,0,movie,"Krung Thep, Thailand",2007-10-01,30
1469,198689,0,music,湖南长沙,2009-01-17,45
2048,1452,1,book,北京,2007-05-21,25
2118,123911,0,movie,香港,2006-06-27,14
1261,23249,1,book,"台中, 台湾",2007-01-22,21
2454,112254,1,movie,陕西西安,2008-12-03,44
656,124032,0,movie,江苏南京,2010-10-21,66
1385,100515,1,movie,江苏南京,2007-02-03,22
740,129047,0,movie,辽宁沈阳,2011-05-10,73
150,54394,0,book,湖南长沙,2015-12-14,128
181,105364,1,movie,上海,2016-02-10,130
1333,90874,1,book,,2007-10-06,30
2706,104214,1,movie,广东广州,2005-11-13,7
206,98810,1,movie,湖南长沙,2016-04-22,132
622,120362,1,movie,北京,2010-08-09,64
595,101997,0,movie,辽宁大连,2010-06-25,62
467,80910,0,book,福建福州,2009-11-20,55
1579,97662,1,movie,香港,2013-03-07,95
2112,97977,0,movie,"Melbourne, Australia",2007-05-24,25
2395,96025,1,movie,湖北武汉,2009-07-07,51
122,37857,1,book,北京,2015-09-14,125
2421,102534,1,movie,北京,2007-06-01,26
2173,12020,1,book,上海,2008-04-30,36
106,128603,0,movie,江苏南京,2015-07-18,123
419,113512,1,movie,四川成都,2007-08-14,28
1509,96185,1,movie,北京,2008-03-12,35
2221,101953,0,movie,上海,2007-08-03,28
247,123015,1,movie,广东深圳,2016-08-08,136
2560,129215,1,movie,山东威海,2008-11-04,43
2581,101375,0,movie,江苏苏州,2011-02-08,70
2478,117236,1,movie,"Dublin (Baile Átha Cliath), Ireland",2009-03-25,47
1727,95986,0,movie,"Chicago, United States",2006-07-14,15
2149,98839,1,movie,"Paris, France",2008-06-24,38
2549,108870,0,movie,香港,2007-01-10,21
1579,97301,0,movie,香港,2013-03-07,95
338,113844,1,movie,北京,2017-03-20,143
1099,99069,1,movie,广东深圳,2013-12-07,104
2505,203209,1,music,天津,2011-06-29,74
2644,7065,0,book,北京,2008-11-25,43
2128,116621,1,movie,广东广州,2008-03-19,35
2368,101016,1,movie,北京,2005-12-19,8
2468,30872,1,book,"Amsterdam, Netherlands",2009-02-03,46
958,107930,0,movie,"Brazzaville, Congo (Brazzaville)",2012-08-19,88
351,129328,1,movie,,2017-05-03,145
1718,98536,1,movie,江苏苏州,2013-05-11,97
608,112426,1,movie,"Sydney, Australia",2009-06-06,50
801,104345,0,movie,"Santiago, Chile",2011-09-07,77
1315,136347,1,music,陕西西安,2008-07-22,39
1268,96580,1,movie,北京,2010-08-23,64
1136,12757,1,book,山东菏泽,2014-05-18,109
1464,127913,0,movie,北京,2009-09-04,53
1374,129013,0,movie,上海,2011-11-09,79
1680,98895,1,movie,北京,2010-01-12,57
2570,31532,0,book,广东深圳,2008-05-20,37
1228,120362,1,movie,北京,2008-03-29,35
660,98393,1,movie,福建厦门,2010-10-28,66
2079,24948,0,book,广东深圳,2008-07-24,39
2190,100443,1,movie,广东深圳,2009-06-19,50
1179,128381,1,movie,上海,2007-06-27,26
107,129159,0,movie,广西桂林,2015-07-19,123
1578,82155,1,book,浙江杭州,2006-09-05,17
737,117008,1,movie,北京,2011-04-28,72
2025,112576,1,movie,湖北武汉,2012-05-05,85
1340,110984,1,movie,陕西西安,2010-06-29,62
713,104160,1,movie,北京,2011-03-12,71
1862,104882,0,movie,上海,2011-08-22,76
1018,96755,0,movie,"Al-Qāhirah, Egypt",2013-02-24,94
1304,119421,1,movie,上海,2005-05-16,1
1583,99482,0,movie,上海,2006-04-21,12
1305,21738,1,book,北京,2006-03-08,11
2151,108342,1,movie,天津,2011-08-01,76
1209,152971,1,music,山东济南,2011-10-08,78
